1::George Lucas::420
1248::Brian Cox::110|151|836|1004|1047|1598|1620|2395|2540|2844|2861|3829
1249::Penelope Wilton::35
1250::Alexander Armstrong::2893
1261::Hal Gausman::1270
1265::Letty Aronson::1865
1269::Kevin Costner::208|340|383|507|590|852|1027|1191|1302|1726|2073|2194|2352|2497|2861|3180|3214|3257|3361|3386|3505
1270::Charles Martin Smith::360|378|1561|1876|2050|2071|2194|2464|2866|3347|3363|3699|3765
1271::Andy García::81|119|381|1404|1598|1601|2023|2194|2252|2510|3044|3557
1272::Richard Bradford::78|119|381|1006|1601|2069|2194|2510
1273::Jack Kehoe::371|1234|1379|1625|2194|2347|2616|2929|2988|3020|3104|3735
1274::Brad Sullivan::212|1234|1395|2194|2796|3248|3528
1275::Billy Drago::1313|2194|2401|3731
1276::Patricia Clarkson::2|777|1897|2194|2443|2491|3147|3514
1277::Vito D'Ambrosio::50|2194|2474|3130
1278::Steven Goldstein::1834|2194|3613
1279::Peter Aylward::2194
1280::Don Harvey::245|327|726|879|1370|2194|2427|2812|3017
1282::David Kelly::385|679|1629|2182|2359
1283::Helena Bonham Carter::52|114|273|892|1296|1683|2191|2426|2959|3009|3094|3260|3723
1284::Noah Taylor::1357|3329|3897
1292::James Fox::515|1496|2805|3256|3580|3756
1294::Missi Pyle::1784|2721|3175
1295::Deep Roy::2093|2140|2161
1310::Saul Zaentz::1193
1326::Liz Mullane::247|799
1327::Ian McKellen::41|43|472|485|533|538|638|728|1656|1696|2071|2320|2333|2758|3793
1328::Sean Astin::375|524|647|1883|2005|3243
1331::Hugo Weaving::34|345|2384|2571|2837
1333::Andy Serkis::1596|2569|3163
1336::Jet Li::1918|2625|3452
1337::Tony Leung Chiu-wai::123|757|850
1338::Maggie Cheung::757|1829|2582
1341::Donnie Yen::3889
1350::Irène Jacob::26|306|531|1176|1675|2711
1352::Jean-Louis Trintignant::29|306|2925|2969|3636
1354::Frédérique Feder::306|1656
1356::Jean-Pierre Lorit::306|645|2773
1367::Alan Howard::1173
1369::Bernard Hill::168|983|1049|1721|2561|2622|2674
1370::Brad Dourif::280|436|620|1193|1336|1355|1440|1473|1690|1746|1991|1992|1993|1999|2021|2076|2113|2279|2315|3352|3426|3445|3716
1371::David Wenham::504|705|1748|2601
1384::Grażyna Szapołowska::308
1390::Jamie Selkirk::1241
1408::Marzena Trybała::142|308
1428::Mick Jagger::1696|3002|3802
1439::Mike Clarke::1437
1442::Jerry Garcia::1421|2813
1450::Phil Lesh::1421
1459::Tina Turner::477|485|2877|3704
1460::Ian Stewart::1238
1461::George Clooney::70|605|1000|1562|1616|1912|2427|2700|2890|3755
1462::Tim Blake Nelson::149|829|1466|2427
1466::Charles Durning::57|252|471|605|627|743|767|1234|2397|2472|2616|3166|3362|3396|3506|3732|3876
1467::Del Pentecost::3825
1468::J.R. Horne::165
1469::Brian Reddy::141|433|628|1438|3809
1470::Wayne Duvall::150|205|225|782|1390|1752|2546|3020
1471::Ed Gale::808|1991|2450|3033|3754|3837
1472::Ray McKinnon::150|185|507|767|1962|2120|2586|2875
1473::Daniel von Bargen::95|113|161|177|252|508|517|519|525|538|593|742|1050|1092|1586|1693|1726|1857|2428|2433|2678|2688|2807|3185|3744|3784
1475::Musetta Vander::1681|2701|2914|3863
1479::Frank Collison::386|1551
1481::Lee Weaver::528|1526|1767|2154|2586|2672|2779|3141|3352
1482::John Cameron::303|471
1489::Bob Neuwirth::3381
1490::Joan Baez::1420
1493::Donovan::1420
1496::Tod Browning::2644
1509::Roscoe Ates::920|1928|2366|2937
1510::Henry Victor::946|2633
1511::Harry Earles::919
1512::Daisy Earles::1943
1518::Frances O'Connor::1493|2601|3079|3862
1524::Harold Ramis::270|413|610|1265|1663|1784|2716|2717|3138
1529::David Nichols::3793
1532::Bill Murray::235|673|785|813|1265|1663|1689|1805|2395|2716|2717|2746|2811|2928|3040|3087|3235|3552|3809
1533::Andie MacDowell::205|357|416|535|719|1186|1265|1409|2146|2293|2510|2709|2829|3518
1534::Chris Elliott::429|785|1127|1265|1923|3286|3821
1535::Brian Doyle-Murray::174|429|719|1265|1449|1784|1911|2144|2265|2423|2717|2928|3087|3157|3253|3324|3386|3552
1536::Marita Geraghty::224|1265|2243|2252|2741
1537::Angela Paton::57|425|433|1265|1777|2025|2592|3686
1538::Rick Ducommun::174|485|1036|1265|1610|2004|2036|2072|2257|3033|3208|3243|3785
1539::Rick Overton::500|1265|1839|2094|2193|2255|2374|2567
1540::Robin Duke::312|719|1265
1541::Carol Bivins::1265|3358
1542::Willie Garson::81|200|378|733|785|1265|1391|1923|2997|3001|3031|3180|3326|3712
1547::Bela Lugosi::722|936|1337|2362|2644|2649|2650|2651|2654|3928
1548::Helen Chandler::2644
1549::Dwight Frye::975|1340|2644|2648|2650|2651|3377|3932
1550::Edward Van Sloan::2633|2644|2648
1551::Philip Glass::1682|2813
1562::Iben Hjejle::3320|3481
1563::Jesper Asholt::3320
1564::Sofie Gråbøl::3320
1565::Emil Tarding::3320
1566::Anders Hove::3320|3569
1567::Mette Bratlann::3320
1568::Susanne Storm::3320
1569::Ellen Hillingsø::3320
1578::Holmes Osborne::1042|2439|2568|2599|3882
1579::Maggie Gyllenhaal::1824|3858
1581::Mary McDonnell::424|590|780|1187|1396|2112|2883|3090
1582::James Duval::166|1529|2580|2596|3717
1583::Arthur Taxier::2257|2639
1585::Patience Cleveland::2903
1598::David St. James::88|237|1544|1584|1690|2498
1599::Jazzie Mahannah::2392
1602::Fele Martínez::2585|2594
1603::Daniel Giménez Cacho::565|1741|1795
1605::Francisco Maestre::2483
1607::Juan Fernández::1313|2471|2699
1619::Chow Yun-Fat::1218|1769|2540|3155
1620::Michelle Yeoh::861|876|980|1722
1623::Lung Sihung::232|298
1639::Emily Watson::1354|2442|2577|3179
1640::Stellan Skarsgård::570|1295|1354|1364|1610|1693|1704|1889|2278|2358|2697|2722|3571|3910
1641::Katrin Cartlidge::214|501|1354|1596|2832|3163
1642::Jean-Marc Barr::1216|1354|3094|3910
1643::Adrian Rawlins::1354|3282
1644::Jonathan Hackett::1354
1645::Sandra Voe::249|501|1238|1354|1728|3055
1646::Udo Kier::172|344|444|453|737|828|1329|1354|1611|1849|1917|2167|3113|3518|3910
1647::Mikkel Gaup::1354
1648::Roef Ragas::1354
1649::Robert Robertson::1354
1650::François Truffaut::2731|3471
1653::Jean-Pierre Léaud::680|2573|2731
1654::Claire Maurier::2731
1655::Albert Rémy::2731|2920
1656::Guy Decomble::2731
1658::Georges Flamant::2731
1659::Patrick Auffay::2731
1660::Robert Beauvais::2731
1661::Yvonne Claudie::2731
1662::Pierre Repp::2731
1665::Eddie Marsan::1689|1770
1666::Julie Christie::653|1411|1733|2067|2303|2779|3093|3099
1667::Danny Cunningham::614|2746
1669::Dean Lennox Kelly::2482|3831
1671::Sverre Anker Ousdal::1889
1678::Mitsuo Iwata::1274
1679::Nozomu Sasaki::1274
1680::Mami Koyama::1274
1681::Tessyo Genda::1274
1682::Hiroshi Ôtake::1274
1683::Koichi Kitamura::1274
1684::Yuriko Fuchizaki::1274
1685::Masaaki Okura::1274|2810
1686::Takeshi Kusao::1274
1687::Kazuhiro Kamifuji::1274
1688::Tatsuhiko Nakamura::1274
1689::Fukue Itô::1274
1708::Jay Wolpert::5|360
1709::Jack Davenport::1425|3176
1710::Lee Arenberg::208|519|1525
1711::Mackenzie Crook::2482
1715::David Bailie::15|3053|3578
1717::Isaac C. Singleton, Jr.::3175
1729::James Horner::1374
1733::Nick Nolte::254|360|424|472|707|893|1343|1355|1627|1733|2427|2439|2507|3162|3506|3528|3756
1734::Annette O'Toole::577|1346|2642|3453
1735::Frank McRae::485|487|2409|2990|3208|3441|3781
1736::James Remar::173|210|218|277|422|445|516|704|761|1681|2147|2327|3019|3442|3667|3798
1737::David Patrick Kelly::125|352|353|764|996|1114|2812|3246|3770
1739::James Keane::435|700|802|1208|1883|2321|2616|2819|3020|3389|3471
1741::Greta Blackburn::2249
1742::Margot Rose::2433|3826
1743::Denise Crosby::226|1729|1876|2513|2693
1744::Robert Wise::747
1748::William Shatner::122|329|432|1371|1372|1373|1374|1375|1376|2681|2693|2792|3208
1749::Leonard Nimoy::558|1205|1371|1372|1373|1374|1375|1376|2287|2693
1750::DeForest Kelley::1371|1372|1373|1374|1375|1376|2693
1751::James Doohan::329|1371|1372|1373|1374|1375|1376|2693|3208|3927
1752::George Takei::1371|1372|1373|1374|1375|1376|1907|2693
1753::Nichelle Nichols::1371|1372|1373|1374|1375|1376|2693
1754::Walter Koenig::329|1371|1372|1373|1374|1375|1376|2693
1755::Majel Barrett::329|1356|1371|1376|2527|2693
1756::Stephen Collins::830|1371|2468|2888
1757::Persis Khambatta::1371|3029
1759::Grace Lee Whitney::1371|1372|1375|1376|3076
1760::Jerry Goldsmith::2003
1769::Sofia Coppola::858|2023|2114|2469|2628
1771::Giovanni Ribisi::1042|1454|1464|1726|2028|2127|2199|2506|2568|3298|3556|3717
1772::Anna Faris::3785
1776::Francis Ford Coppola::1208
1791::Harve Bennett::1373
1793::Ricardo Montalban::1374|2532|2533|3868
1794::Bibi Besch::1374|2526|3391|3393|3844
1795::Merritt Butrick::1374|1375|2868
1796::Kirstie Alley::38|332|1374|1701|1703|2718|3937
1810::Heath Ledger::2572|3753
1811::Randy Quaid::371|603|726|785|1054|1100|1461|1752|2423|3152|3200|3371|3498|3754
1812::Michelle Williams::196|484|1624|2107|2759|3786
1814::Larry Reese::1266|1582
1817::Linda Cardellini::2169|2298
1818::Paul Winfield::434|732|1240|1374|1391|2545|2945|3883
1819::Robin Curtis::1311|1375|1376
1820::Mark Lenard::1230|1371|1372|1375|1376
1821::Michael Elphick::41|1202|2313
1829::Carl Steven::1375|2054
1830::Vadia Potenza::1375
1831::Stephen Manley::1375
1832::Joe W. Davis::1257|1375
1834::Shirley Henderson::151|778|3163|3823
1837::Susan Vidler::501|778
1839::Lorraine McIntosh::2481
1844::Til Schweiger::651|811|860|1769|2596
1855::Leonard Lansink::811|860
1860::Hannes Jaenicke::2562
1865::Hark Bohm::665
1874::Katja Riemann::811|860|2493|2562
1875::Rufus Beck::643|811|860
1876::Kai Wiesinger::739|811|860|2493
1877::Monty Arnold::811|860
1878::Nico van der Knaap::811|860
1879::Antonia Lang::811|860
1880::Judith Reinartz::811|860
1881::Christof Wackernagel::811|860
1882::Martin Armknecht::811|860
1884::Steven Soderbergh::1546
1888::Jerry Weintraub::454|1461
1892::Matt Damon::458|647|1121|1302|1639|1672|1704|2028|2231|3052|3176|3449|3745
1893::Casey Affleck::45|120|1639|1704|2504|2678|2680|3324|3562
1894::Scott Caan::1529|2353|2447|3298|3509|3511|3717
1895::Carl Reiner::445|2109|2110|3754
1896::Don Cheadle::81|164|1465|1515|1673|1883|1912|3354|3495
1897::Bernie Mac::63|69|409|470|1054|1468|1490|1640|2587|3865
1898::Eddie Jemison::1546
1902::Dianne Wiest::141|348|437|528|1113|1119|1727|2065|2291|2316|2750|3526|3791
1903::Alan Arkin::119|505|543|893|1095|1500|1653|1759|2094|2291|2882
1904::Anthony Michael Hall::538|1968|2134|2144|2291
1905::Vincent Price::942|2048|2110|2291|2454|2780|2781|2782|2783|2784|2785|2814|3921|3923|3928
1906::Scott L. Schwartz::1439|1626
1907::Kathy Baker::1043|1231|1498|2291|3148|3557
1908::Robert Oliveri::2053|2054|2291
1909::Conchata Ferrell::465|555|1034|1390|1458|2291|3408|3504|3900
1910::Caroline Aaron::275|539|623|840|994|1701|1810|2245|2291|2417|2973|3051|3326|3700
1911::Dick Anthony Williams::2024|2109|2291|3362|3425
1912::O-Lan Jones::288|447|1391|1458|1682|1875|2247|2291|3219|3518
1913::Susan Blommaert::453|1713|2291|2513|3669
1914::Linda Perri::1343|2291
1915::John Davidson::2049|2291|2536
1916::Biff Yeager::109|235|1377|1473|1965|2291|2348|2757|3495
1920::Winona Ryder::46|261|372|412|469|703|1050|1279|1285|1339|1366|1690|2174|2291|2356|3186|3480|3824
1922::Catherine Zeta-Jones::761|1318|2006|2605|2719|3481
1923::Robbie Coltrane::10|1224|1551|2349|2497|2631|2794|3082|3184
1924::Jeroen Krabbé::242|249|457|483|1758|2125|2468|2741|3402|3528
1925::Vincent Cassel::97|254|582|2336|3053
1926::Eddie Izzard::1040|2153|2337|2723|3899
1932::Audrey Hepburn::901|902|911|914|915|916|937
1933::George Peppard::902|2669|3025
1934::Patricia Neal::902|1253|2583|3038|3467
1935::Buddy Ebsen::419|902|919|1008
1936::Martin Balsam::902|1203|1219|1343|1344|1945|2146|2389|3037|3066|3384|3432|3634
1937::Mickey Rooney::902|961|1030|1033|2384|2800
1942::José Luis de Vilallonga::902|3369|3645
1943::John McGiver::902|937|1007|1267|1952|3144
1944::Alan Reed::902|2080
1945::Dorothy Whitney::902
1946::Beverly Powers::902|1387
1947::Stanley Adams::902|908|3812
1948::Claude Stroud::902|926
1949::Elvia Allman::902|2136
1951::Elisabeth Shue::25|335|882|1479|1701|1783|1835|1896|2011|2012|2133|2420|2914|3466|3712|3826
1952::Jeffrey Weissman::1285|2011|2012|2401
1953::Casey Siemaszko::276|761|987|1259|1270|1378|2011|2241|2682|3271|3884
1954::Billy Zane::289|328|506|510|553|761|1270|1565|1721|2011|2838|3203
1955::Darlene Vogel::2011
1956::Cherry Jones::1727|2755|3408|3755
1957::Sophie Marceau::110|1496|2197|2597|2622|3082
1972::Dominique Lavanant::1174|2593|2795
1973::Bernard Giraudeau::1365
1977::Richard Bohringer::1173|1264
1979::Kevin Spacey::50|292|514|805|1050|1095|1617|1711|2058|2245|2355|2417|2435|2858|3566
1980::Mary McCormack::277|1476|1876|2317|2561|2889|3240|3276|3914
1981::Alfre Woodard::46|352|424|628|1187|1356|2112|2419|2434|2883|3087|3466|3554|3615
1982::Ajay Naidu::1454|1839|1921|2502|3184|3949
1983::Vincent Laresca::20|359|851|1003|1059|1113|1317|1522|1589|1645|1767|3115|3272
1984::Kimberly Scott::153|227|350|1127|1562|2715|3020|3686
1985::Saul Williams::2272|2305
1986::Peter Gerety::382|691|1044|3184|3887
1988::Tracy Vilar::352|706|829|988|1447|2881
1989::Celia Weston::36|125|205|2246|2356|3176|3185|3299|3514
1990::Brian Howe::2169|3512
2007::Lew Ayres::1927|2531|2789
2008::Arnold Lucy::1927|2212
2009::John Wray::1927
2010::Louis Wolheim::1927
2011::Ben Alexander::1066|1927
2012::Scott Kolk::1927
2013::Owen Davis Jr.::1927
2014::Walter Rogers::1927
2015::William Bakewell::920|1008|1927|3151
2016::Slim Summerville::1927
2018::Beryl Mercer::917|1927|1930
2021::Jane Wyatt::944|1376|1940
2022::Catherine Hicks::1376|1427|1991|2469|2509|2928
2039::Brendan Gleeson::110|991|1427|1699|1910|2425|2711|2713|3259|3623
2040::Christopher Eccleston::319|1056|1814|2336|2600|3717
2041::Dr. Dre::192|998|1470
2047::Danny Glover::525|688|870|1021|1582|1661|1672|1674|1918|2000|2001|2002|2112|2294|2314|2394|2739|3111|3697
2048::Gary Busey::88|227|454|547|564|630|1385|1464|1884|2000|2289|2322|2866|3389|3697|3769
2049::Rubén Blades::436|1488|1829|3141|3425|3697|3716
2050::Noah Huntley::1590
2051::María Conchita Alonso::469|997|3697|3698
2053::Bill Paxton::150|380|427|553|627|736|1200|1240|1410|1508|1663|1721|2134|2391|2429|3555|3697|3727|3728
2055::Robert Davi::193|437|1036|2005|2990|3697|3710
2059::Adam Baldwin::46|383|871|1222|1956|2240|3697|3753
2060::Alex Palmer::2482
2061::Bindu De Stoppani::3285
2062::Kent McCord::2792|3634|3697
2063::Jukka Hiltunen::3285
2064::Morton Downey, Jr.::1439|3697
2065::David Schneider::648|1872
2067::Calvin Lockhart::3262|3697
2069::Corey Rand::466|3697
2072::Lilyan Chauvin::1135|2808|3605|3697
2074::Michael Mark Edmondson::3697
2076::David Warner::407|1350|1372|1373|1604|1717|1721|1749|1948|2105|2111|2536|2549|2968|3339|3439
2077::Laurence Luckinbill::1373
2078::Charles Cooper::297|1373|2182
2079::Cynthia Gouw::1373
2080::Todd Bryant::1372|1373|1978
2081::George Murdock::11|1373|1909|2035|2199|2535
2086::Pierre Cosso::2793
2090::Kirk Douglas::1019|1178|2066|2110|2270|2472|2728|3149|3172|3314|3634|3732|3736|3737
2091::James Mason::908|1019|2729|2779|3068|3204|3215|3339|3657
2092::Paul Lukas::755|1019|2208
2094::Peter Lorre::912|913|952|970|1019|1269|2211|2212|2780|2785|3926
2096::Robert J. Wilke::1019|1283|1663|2728|2932
2097::Ted de Corsia::1019|2726|3292|3475
2098::Carleton Young::1019|1253
2099::J.M. Kerrigan::920|1019|2654|3643
2101::Percy Helton::1019|1304|2398|3675
2106::Walt Disney::1282|2981|3611|3759
2109::Kim Cattrall::103|467|1372|2378|2555|3130|3688|3740
2110::Harper Goff::1019
2111::Rosanna DeSoto::1372|2262|3478
2112::Brock Peters::1207|1372|1376|1401|2009|3789
2115::Kurtwood Smith::45|95|204|427|805|1246|1372|1392|1442|1876|2404|2985|3186|3835
2124::Iman::234|1372|1959|2108|3505|3774
2125::David Manners::2633|2644
2126::Herbert Bunston::2644
2130::Cary Elwes::520|736|1100|1197|1242|1339|1485|1620|1881|3835
2131::Ken Leung::562|1686|1730|2273|3536
2133::Dina Meyer::172|653|1676|2974
2134::Mike Butters::1438|2392
2136::Michael Emerson::2295|2443
2137::Benito Martinez::292
2138::Shawnee Smith::25|1312|2507|2815|3387
2140::Monica Potter::886|1552|1807|2237|2431|2834
2141::Ned Bellamy::235|318|354|1171|1460|1552|2723|2808|2974|2997|3572
2144::Tobin Bell::303|454|474|490|1096|1244|3068|3165|3352|3483
2154::Scott Bakula::177|279|436|1489|1863|2858
2155::Thora Birch::27|349|808|2052|2858|3051|3256
2157::Robin Williams::2|141|186|500|588|765|1040|1064|1246|1411|1526|1701|1702|1704|2088|2253|2297|2431|2689|2882|3044|3105|3108|3156|3448|3489|3544
2159::Marilyn Goldin::2925
2161::Debra Hill::1128|1129
2163::Richard LaGravenese::3108
2165::Rosanna Arquette::296|870|1216|1483|1671|1888|1916|2369|2865|3301
2166::Sergio Castellitto::124|1216|3009
2167::Mercedes Ruehl::485|1564|2247|2417|2797|2844|3108
2168::Jean Bouise::1216|1249|3245
2169::Michael Jeter::208|227|1245|1592|1713|1884|2343|2375|2431|2561|2882|3108|3147|3248
2170::Marc Duret::97|1216|1249|3378
2171::Griffin Dunne::300|359|566|1216|1321|3391
2172::Andréas Voutsinas::1216|2300|3622
2173::Valentina Vargas::611|1216|2467
2174::Kimberly Beck::482|1216|1977|1979|1980|2181
2175::Bruce Guerre-Berthelot::1216
2176::Tommy Lee Jones::153|288|350|354|423|425|457|465|1385|1515|1580|1920|2881|3386|3445|3513|3827
2177::Lloyd Bridges::423|466|966|1283|2053|2791|2792|3780
2178::Forest Whitaker::194|196|305|391|423|426|802|1090|1094|2474|3050|3210|3328|3444|3448|3593
2179::Suzy Amis::50|184|423|1721|1744|2073
2180::Gregory Forstner::1216
2181::Claude Besson::1216
2189::Renaud::563
2192::Lambert Wilson::254|1749|3570
2195::Jean Leuvrais::1001
2197::Daniel Russo::115|715
2201::Max von Sydow::173|1237|1306|1587|1997|1998|2021|2120|2297|2819|3105|3185|3215|3770
2202::Steve Harris::733|2568|3484
2203::Neal McDonough::201|1021|1356|2556|2560
2205::Jessica Capshaw::1628|2629
2206::Samantha Morton::838|3129|3747
2207::Lois Smith::36|46|736|813|949|1271|3020|3101|3104|3118|3201
2208::Kathryn Morris::1756|1784|3437|3952
2209::Jan de Bont::2002
2211::Gerald R. Molen::480|1100|1961
2219::Tobey Maguire::386|1635|1701|1884|2321|3148|3317
2220::Tony Curran::319|712|1872|2826|3578
2221::Leland Orser::47|399|849|1605|1690|2387|3005
2222::Beau Bridges::746|1531|3684
2223::Fred Savage::1197|2453
2224::Christian Slater::74|95|108|253|280|478|555|1027|1268|1285|1372|1379|1752|2327|2387|2467|3952
2225::Todd Holland::2335
2226::Sydney Pollack::2289|2433|2712|2906
2227::Nicole Kidman::45|153|490|1100|1417|1616|1749|2316|2712|3203|3259|3502
2228::Sean Penn::36|431|1600|1625|1627|1666|2264|2427|2435|3129|3210|3390|3580
2229::Catherine Keener::176|703|803|1857|1912|2165|2262|2505|2997|3162
2230::Pam Grier::732|849|1391|1729|2097|2244|2500|2812|3127|3286
2231::Samuel L. Jackson::165|241|259|271|296|456|480|493|503|555|725|805|1047|1051|1098|1440|1609|1660|1729|1779|1912|1999|2058|2628|2686|2722|3208|3256|3423|3424|3425|3426|3513|3744|3810
2232::Michael Keaton::371|378|497|592|719|1377|1498|1598|1729|1912|2174|2374|2392|2518|3219|3502|3591
2233::Bridget Fonda::13|100|361|365|518|988|1126|1215|1458|1549|1729|1906|2023|2391|2713|3168|3261|3274
2234::Michael Bowen::420|600|695|1605|1729|2023|2289|2613|2815|3160
2236::Tim Bevan::2336
2245::Yvan Attal::2576|3009
2246::Earl Cameron::2175|2993
2247::George Harris::211|1198|1919
2248::Michael Wright::1604
2249::Clyde Kusatsu::474|489|517|743|1064|1507|1882|2526|2706|3385|3390|3705
2250::Eric Keenleyside::842|1442
2251::Hugo Speer::568|1641
2253::Yusuf Gatewood::3317
2255::Byron Utley::3105
2256::Robert Clohessy::1021|1332
2257::Terry Serpico::1466|1589|1616|2906|3510
2258::Stuart McQuarrie::778
2264::Patrick Magee::1206|1957|2730|2784|3757
2265::Adrienne Corri::1206|2067|3486
2266::Stephi Lineburg::374|423
2267::Michael Bates::1206|1272|2178
2268::Warren Clarke::1206
2270::James Marcus::1206
2271::Michael Tarn::1206
2272::Carl Duering::1206|3204|3621|3654
2273::Paul Farrell::1206
2274::Miriam Karlin::1206|1675|3171
2275::Caitlin Clarke::423|2470|2963
2276::Sheila Raynor::939|1206|1350|3872
2277::Loyd Catlett::423|1984|2105|2707|3152|3395
2278::Aubrey Morris::842|1206|2377|3814
2279::Godfrey Quigley::1206|2123|2730|3947
2280::Clive Francis::1206
2282::Ben Kingsley::196|229|440|527|529|892|1293|1396|1631|3094|3326|3402|3513
2283::Stanley Tucci::174|259|361|369|623|795|994|1484|1658|1701|2295|2317|2622|2803|2812|2900|3184|3391|3514|3685
2290::Richard Connaught::1206
2292::Pauline Taylor::1206|3049
2294::Robert Rodriguez::70
2295::Mickey Rourke::396|1497|1672|1916|2347|2917|3543|3706|3707|3810|3946
2296::Clive Owen::607|992|1696|3783
2299::Josh Hartnett::2107|2428|3453|3556
2302::Adam Fogerty::1542|1675|1689|1755|2390
2307::Henri Alekan::3920
